Cod_Loc,IdProvincia,IdDepartamento,Observaciones,categoria,subcategoria,provincia,localidad,nombre,direccion,piso,CP,cod_area,telefono,Mail,Web,Latitud,Longitud,TipoLatitudLongitud,Info_adicional,fuente,jurisdiccion,año_inauguracion,IDSInCA
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Tiro Federal Argentino,Avda. del Libertador 6935,,C1429BMC,11,4782 4000,,,-34.5484010,-58.4552160,Localización precisa,,DNPyM,Privada,2007,300215
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Monte De Piedad,Avda. Boedo 870,,C1218AAR,11,4931 8204,,,-34.6232570,-58.4160210,Localización precisa,,DNPyM,Municipal,2007,300216
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo San Telmo,Humberto 1° 340,,C1103ACH,11,4361 1168,,,-34.6206930,-58.3704860,Localización precisa,,DNPyM,Privada,2009,300217
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Argentino De Ciencias Naturales Bernardino Rivadavia,Avda. Ángel gallardo 490,,C1405DJR,11,4982 0306,info@macn.gov.ar,,-34.6048000,-58.4377000,Localización precisa,,DNPyM,Nacional,1823,300218
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Nacional,Defensa 1600,,C1143AAH,11,4307 3157,,,-34.6266000,-58.3709000,Localización precisa,,DNPyM,Nacional,1891,300219
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Policial,San Martín 353,,C1004AAG,11,4394 6857,,,-34.6038000,-58.3738000,Localización precisa,,DNPyM,Nacional,1899,300220
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Fármacobotánica Juan A. Domínguez,Junín 956,,C1113AAD,11,4964 8235,secretaria@farmacobotanica.org.ar,,-34.5975000,-58.3975000,Localización precisa,,DNPyM,Nacional,1900,300221
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Tecnológico Ing. Eduardo Latzina,Avda. Paseo Colón 650,,C1063ACT,11,4331 6865,otokrause@impsat1.com.ar,,-34.6153000,-58.3689000,Localización precisa,,DNPyM,Municipal,1913,300222
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Hispanoamericano Isaac Fernández Blanco - Sede Palacio Noel,Suipacha 1422,,C1011ACF,11,4326 3396,,,-34.5908760,-58.3800790,Localización precisa,,DNPyM,Gobierno de la Ciudad,1922,300223
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Hispanoamericano Isaac Fernández Blanco,Suipacha 1422,,C1011ACF,11,4326 3396,info_mifb@fibertel.com.ar,,-34.5912000,-58.3801000,Localización precisa,,DNPyM,Municipal,1922,300224
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Postal Y Telegráfico,José Aarón Salmun Feijoo 555,,C1274AGE,11,4302 3104,,,-34.6391400,-58.3788510,Localización precisa,,DNPyM,Nacional,1928,300225
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Geográfico Dr. Juan B. Terán Y Museo De Ciencias Naturales Ángel Gallardo,Catamarca 2099,,C1246AAQ,11,4941 3777 INT. 220,,,-34.6342000,-58.4013000,Localización precisa,,DNPyM,Municipal,1929,300226
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Bellas Artes De La Boca De Artistas Argentinos Benito Quinquela Martín,Avda. Pedro de Mendoza 1835,,C1169AAC,11,4301 1080,museoquinquela@yahoo.com.ar ,,-34.6393000,-58.3615000,Localización precisa,,DNPyM,Municipal,1936,300227
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Instituto Nacional De Estudios De Teatro,Avda. Córdoba 1199,,C1055AAB,11,4816 7212 INT. 179,,,-34.5991000,-58.3840000,Localización precisa,,DNPyM,Nacional,1936,300228
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De Arte Decorativo,Av. del Libertador 1902,,C1425AAS,11,4801 8248,museo@mnad.org,,-34.5820000,-58.4015000,Localización precisa,,DNPyM,Nacional,1937,300229
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Y Numismático Del Banco Central De La República Argentina Dr. José Evaristo Uriburu,San Martín 216,,C1004AAF,11,4348 3882,museo@bcra.gov.ar,,-34.6055000,-58.3737000,Localización precisa,,DNPyM,Nacional,1941,300230
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Sadaic Vicente López Y Planes,Lavalle 1547,,C1048AAK,11,4379 8600 INT. 8539,,www.sadaic.org.ar,-34.6029000,-58.3887000,Localización precisa,,DNPyM,Privada,1962,300231
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Español Enrique Larreta,Juramento 2291,,C1428DNK,11,4783 2640,museolarreta@infovia.com.ar,,-34.5614000,-58.4556000,Localización precisa,,DNPyM,Municipal,1962,300232
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Escuela Museo De Bellas Artes Gral. Urquiza,Yerbal 2370,,C1406GKB,11,4612 0566,,,-34.6275000,-58.4627000,Localización precisa,,DNPyM,Municipal,1963,300233
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Buque Museo Fragata A.R.A. Presidente Sarmiento,Puerto Madero. dique 3,,1104,11,4334 9386,,www.ara.mil.ar,-34.6090000,-58.3656000,Localización precisa,,DNPyM,Nacional,1964,300234
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Roca - Instituto De Investigaciones Históricas,Vicente López 2220,,C1128ACJ,11,4803 2798,,,-34.5876000,-58.3954000,Localización precisa,,DNPyM,Nacional,1964,300235
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Y Numismático Del Banco De La Nación Argentina,Bartolomé Mitre 326,,C1036AAF,11,4347 6277,,,-34.6066000,-58.3712000,Localización precisa,,DNPyM,Nacional,1966,300236
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Judío De Buenos Aires Dr. Salvador Kibrick,Libertad 769,,C1012AAO,11,4123 0102,museojudio@fundacionjudaica.net,,-34.5996000,-58.3840000,Localización precisa,,DNPyM,Privada,1967,300237
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Farmacia Dra. Rosa D'Alessio De Carnevale Bonino,Junín 956,,C1113AAD,11,4964 8200 INT. 8339,,,-34.5978000,-58.3975000,Localización precisa,,DNPyM,Nacional,1970,300238
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional Y Centro De Estudios Históricos Ferroviarios,Avda. del Libertador San Martín 405,,C1001ABE,11,4318 3343,museoferroviario@dnsbe.gov.ar,,-34.5900000,-58.3795000,Localización precisa,,DNPyM,Nacional,1971,300239
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De La Afip,Hipólito Irigoyen 370 pb,,C1086AAD,11,4347 2396,museo@afip2.gov.ar,,-34.6089000,-58.3717000,Localización precisa,,DNPyM,Nacional,1974,300240
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Telecomunicaciones,Sarmiento 151,,C1041AAC,11,4347 9461,museo@secom.gov.ar,,-34.6041000,-58.3687000,Localización precisa,,DNPyM,Nacional,1978,300241
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Y Centro De Estudios Históricos De La Facultad De Odontología De Bs. As. Profesor Dr. Orestes Walter Siutti,Marcelo T. de Alvear 2142,,C1122AAH,11,4964 1271,,,-34.5973040,-58.3982270,Localización precisa,,DNPyM,Nacional,1980,300242
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional Del Hombre,3 de Febrero 1370/78,,C1426BJN,11,4783 6554,museo@bibapl.edu.ar,,-34.5666000,-58.4462000,Localización precisa,,DNPyM,Nacional,1981,300243
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Notarial Argentino,Avda. Callao 1542,,C1024AAO,11,4801 0081 INT. 137,comunicacioninstitucional@colegio-escribanos.org.ar,,-34.5914000,-58.3915000,Localización precisa,,DNPyM,Privada,1981,300244
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Manoblanca,Tabaré 1371,,C1437FHG,11,4918 9448,,,-34.6510630,-58.4237120,Localización precisa,,DNPyM,Privada,1983,300245
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Archivo Y Museo Históricos Del Banco De La Provincia De Buenos Aires Dr. Arturo Jauretche,Sarmiento 362,,C1041AAH,11,4331 1775,bpmuseo@bapro.com.ar,www.bapro.com.ar/museo,-34.6043000,-58.3719000,Localización precisa,,DNPyM,Provincial,1984,300246
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De La Gendarmería Nacional,Avda. Presidente Ramón S. Castillo 788 (Avda. Pres. Ramón S Castillo y Prefectura Naval (ex calle 8),,C1104AMT,11,4310 2642,,,-34.5802800,-58.3750360,Localización precisa,,DNPyM,Nacional,1985,300247
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Participativo De Ciencias,"Junín 1930, 1° Centro Cultural Recoleta",,C1113AAX,11,4806 3456,info@mpc.org.ar,,-34.5871000,-58.3918000,Localización precisa,,DNPyM,Privada,1988,300248
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Ciencia Y Técnica,Las Heras 2214,,C1127AAR,11,804 3340,,,-34.5885000,-58.3960000,Localización precisa,,DNPyM,Nacional,1991,300249
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Xul Solar,Laprida 1212,,C1425EKF,11,4824 3302,xulsolar@ciudad.com.ar,,-34.5948000,-58.4078000,Localización precisa,,DNPyM,Privada,1993,300250
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Primer Museo Histórico Ernesto Che Guevara,Rojas 129,,C1405AAC,11,4903 3285,,,-34.6189400,-58.4420260,Localización precisa,,DNPyM,Municipal,1996,300251
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Patrimonio Del Palacio De Las Aguas Corrientes,Riobamba 750,,C1025ABP,11,6319 1104,,,-34.6003130,-58.3949820,Localización precisa,,DNPyM,Nacional,1996,300252
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Evita - Instituto Nacional Eva Perón De Investigaciones Históricas,Lafinur 2988,,C1425FAB,11,4807 0306,,,-34.5806780,-58.4146570,Localización precisa,,DNPyM,Nacional,2002,300253
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Iser,Ramos Mejia 1398,,C1104AJN,11,4313 3427,,,-34.6030180,-58.4338820,Localización precisa,,DNPyM,Nacional,2004,300254
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Vecinal De Flores Blanca Angélica Gandini,Avda. Nazca 371,,C1406AJC,11,4611 2607,,,-34.6277190,-58.4708750,Localización precisa,,DNPyM,Privada,2004,300255
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Deuda Externa,José E. Uriburu 781,,C1027AAO,11,4370 6105,,,-34.5999550,-58.3985390,Localización precisa,,DNPyM,Nacional,2005,300256
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Anconetani Del Acordeón - Musa,Guevara 492/ 478,,C1427BRJ,11,4553 9440,,,-34.5864780,-58.4516720,Localización precisa,,DNPyM,Privada,2005,300257
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Colección De Arte Amalia Lacroze De Fortabat,Olga Cossettini 141,,C1107CCC,11,4310 6600,,,-34.5996190,-58.3649560,Localización precisa,,DNPyM,Privada,2008,300258
02000010,02,02000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Muhu - Museo Del Humor,Av. de los Italianos 851,,C1107BLF,11,4516 0944,,,-34.6050570,-58.3614480,Localización precisa,,DNPyM,Gobierno de la Ciudad,2012,300259
14098010,14,14098,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Achiras,Museo Del Desierto,General Cabrera S/N,,X5833BJC,3582,495 370,,,-33.1794190,-64.9944350,Localización precisa,,DNPyM,Municipal,,300004
14014010,14,14014,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Alberdi,Museo Anatómico Dr. Pedro Ara,Chubut 419 - Alberdi,,X5800XAA,351,433 7024,,,-31.4047000,-64.2021000,Localización precisa,,DNPyM,Nacional,1878,300008
14147010,14,14147,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Alta Gracia,Museo Casa Taller Gabriel Dubois,Gabriel Dubois 343,,X5186NPG,,,,,-31.6545520,-64.4306030,Localización precisa,,DNPyM,,,300013
14147010,14,14147,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Alta Gracia,Museo Manuel De Falla,Avda. Carlos Pellegrini 1011,,X5186NKN,547,429 292,,,-31.6545520,-64.4306030,Localización precisa,,DNPyM,Municipal,1970,300014
14147010,14,14147,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Alta Gracia,Museo Nacional De La Estancia Jesuítica De Alta Gracia Y Casa Del Virrey Liniers,"Av. Padre Viera 41, Esq. Solares",,X5186XAE,3547,421 303,direccion@museoliniers.org.ar,www.museoliniers.org.ar/,-31.6545520,-64.4306030,Localización precisa,,DNPyM,Nacional,1977,300015
14140020,14,14140,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Altos de Chipion,Museo Municipal De Historia Y Ciencias Naturales Los Sanavirones De Altos De Chipión,Luchini 605,,X2417ALG,3562,493 109,,,-30.9588060,-62.3378990,Localización precisa,,DNPyM,Municipal,1905,300018
14140030,14,14140,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Arroyito,Museo Histórico Municipal José Domingo Mercado,Antigua Comisaría de la Ciudad,,X2432EGI,,,,,-31.4218350,-63.0503440,Localización precisa,,DNPyM,Municipal,2007,300038
14140040,14,14140,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Balnearia,Museo Histórico Municipal San José Estación Balnearia,Ex Estación del Ferrocarril Belgrano,,X5141AGA,3563,420 876,,,-31.0131610,-62.6671100,Localización precisa,,DNPyM,Municipal,,300051
14182060,14,14182,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Bell Ville,Museo Municipal De Bellas Artes Walter De Navazio,General Paz 48,,X2550DYB,3534,426 488,,,-32.6303060,-62.6896210,Localización precisa,,DNPyM,Municipal,1960,300059
14182060,14,14182,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Bell Ville,Museo Histórico Regional Sgto. Lorenzo De Lara,General Paz 48,,X2550DYB,3534,426 488,tulio@southlink.com.ar,,-32.6303060,-62.6896210,Localización precisa,,DNPyM,Municipal,1977,300060
14182060,14,14182,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Bell Ville,Museo Atelier Carlos López Álvarez,Hipólito Irigoyen 710,,X2550AGP,3534,424 416,,,-32.6326620,-62.6957840,Localización precisa,,DNPyM,Privada,2007,300061
14112010,14,14112,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Cerro Colorado,Reserva Natural Y Cultural Cerro Colorado Museo Arqueológico,Calle Pública S/N,,X5244AEB,,,,,-30.0990700,-63.9327980,Localización precisa,,DNPyM,Provincial,,300107
14021050,14,14021,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Colonia Caroya,Estancia Jesuítica De Caroya,Ruta E 66 S/N,,X5223AVH,3525,462 300,,,-31.0196860,-64.0667090,Localización precisa,,DNPyM,Provincial,,300269
14014010,14,14014,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Córdoba,Museo Obispo Fray José Antonio De San Alberto,Caseros 124,,X5000AHD,351,434 1616,,,-31.4177000,-64.1869000,Localización precisa,,DNPyM,Privada,,300292
14014010,14,14014,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Córdoba,Museo Dr. Alfredo Stelzner,Vélez Sarsfield 299,,X5000JJC,351,433 2100,,,-31.4186880,-64.1881590,Localización precisa,,DNPyM,Nacional,,300293
14014010,14,14014,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Córdoba,Museo Del Banco De La Provincia De Córdoba,San Jerónimo 166,,X5000AGD,351,420 7207,,,-31.4177000,-64.1826000,Localización precisa,,DNPyM,Provincial,,300294
14014010,14,14014,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Córdoba,Museo Provincial De Bellas Artes Emilio A. Caraffa,Avda. Hipólito Irigoyen 651,,X5000JHG,351,433 3412,museocaralla@cba.gov.ar,,-31.4283000,-64.1839000,Localización precisa,,DNPyM,Provincial,1918,300295
14014010,14,14014,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Córdoba,Museo Municipal De Bellas Artes Dr. Genaro Pérez,Avda. Gral. Paz 33,,X5000XLA,351,434 1646,museogenaroperez@Cordoba.com.ar,,-31.4144000,-64.1866000,Localización precisa,,DNPyM,Municipal,1947,300296
14014010,14,14014,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Córdoba,Museo De Arte Religioso Juan De Tejeda,Independencia 122,,X5000IUD,351,570 2545,,,-31.4173000,-64.1849000,Localización precisa,,DNPyM,Mixta: Municipal / Privada,1974,300297
14014010,14,14014,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Córdoba,Museo Meteorológico Nacional Dr. Benjamín A. Gould,San Luis 808,,X5000BBL,351,434 2221,,www.smn.gov.ar/museo/cordoba/inicio.html,-31.4206000,-64.1987000,Localización precisa,,DNPyM,Nacional,1992,300298
14014010,14,14014,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Córdoba,Museo Histórico De La Universidad Nacional De Córdoba - Manzana Jesuítica,Obispo Trejo 242,,X5000IYF,351,433 2075,direccion@museohist.unc.edu.ar,,-31.4183000,-64.1868000,Localización precisa,,DNPyM,Nacional,2004,300299
14014010,14,14014,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Córdoba,Museo Histórico Hospital De Clínicas,Santa Rosa 1564,,X5000ETF,351,433 7014 INT 112,museohnc@hotmail.com,,-31.4063000,-64.2040000,Localización precisa,,DNPyM,Nacional,2005,300300
14014010,14,14014,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Córdoba,Museo Provincial De Ciencias Naturales Arturo U. Illia,Poeta Lugones 395 - Barrio Nueva Córdoba,,X5000HZD,351,434 4070,,,-31.4274460,-64.1813740,Localización precisa,,DNPyM,Provincial,2011,300301
14014010,14,14014,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Córdoba,Museo Histórico Provincial Marqués De Sobremonte,Rosario de Santa Fe 218,,X5000ACF,351,433 1661,,,-31.4168000,-64.1811000,Localización precisa,,DNPyM,Provincial,1887,300302
